id,title,description,type,difficulty,target_reps,images,instructions,scheduled_days,is_active,created_at,category,session_slot
42a4199f-a1e0-4bdf-8594-6a3a334e31b7,Rozciąganie dynamiczne,Rozgrzewka i mobilność przed treningiem.,fitness,1,,[],"[""Krążenia biodrami – 10 w każdą stronę."",""Wykroki z rotacją tułowia – 10 na nogę."",""Skoki na skakance – 3 minuty."",""Dynamiczne wymachy nóg – 15 na nogę.""]","[1,2,3,4,5,6,7]",true,2026-04-11 19:44:42.761361+00,conditioning,1
46313ac3-2689-4328-9899-e977aa7a0539,Ballhandling — seria iso moves,"Izolacja 1 na 1 — ruchy do tworzenia sobie przestrzeni na rzut lub wejście. Curry, Kyrie, Harden — każdy ma swoją serię 5-6 ruchów które ćwiczy tysiące razy. Czas żebyś miał swoje.",dribbling,4,60,[],"[""Hesitation + crossover: kozłujesz w prawo, zatrzymanie (obrońca się prostuje), szybki crossover w lewo i drive."",""Double crossover: crossover prawo-lewo-prawo w szybkiej sekwencji, potem drive."",""In & out: symulacja crossovera — piłka jedzie w bok ale wraca do tej samej ręki, obrońca się myli."",""Stutter step + pull-up: szybkie tupnięcie nogami (obrońca skacze), zatrzymanie i rzut."",""Każdy ruch: 15 powtórzeń w prawo, 15 w lewo = 30 per ruch, 2 ruchy = 60 total."",""Wyobraź sobie konkretnego obrońcę — to zwiększa intensywność treningu.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,dribbling,1
49cf5b07-5725-4e41-91e5-fb7c0b6d9cdc,Odżywianie sportowe — meal prep,"Jedzenie to paliwo. Zawodnik NBA spala 3000-4000 kalorii dziennie. Złe odżywianie niszczy trening — brak energii, wolna regeneracja, słaba koncentracja. Dziś zaplanuj jedzenie na następny tydzień.",fitness,1,1,[],"[""Śniadanie (2h przed treningiem): owsianka z bananem i orzechami, jajka, tost pełnoziarnisty."",""Pre-workout (30-60 min przed): banan lub daktyle — szybkie węglowodany bez obciążenia."",""Post-workout (w ciągu 30 min): białko + węglowodany — kurczak z ryżem, shake białkowy z bananem."",""Nawodnienie: 2.5-3 litry wody dziennie. W dniu treningu — więcej."",""Unikaj: fast food w dniu treningu, napoje słodzone, słodycze — spike glukozy = crash energii."",""Zdrowe przekąski: jabłko z masłem orzechowym, orzechy, jogurt grecki, hummus z warzywami."",""Zapisz co jadłeś dziś — po miesiącu zobaczysz korelację między jedzeniem a energią na treningu.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:46:19.566857+00,athleticism,2
505fe119-f983-4725-99a1-d3432cfc27ae,Suicide sprints — bieganie liniami,"Klasyczny test NBA Draft Combine — suicides. Bieg do linii rzutów wolnych i z powrotem, do połowy i z powrotem, do drugiej linii rzutów wolnych i z powrotem, do drugiego końca i z powrotem. Mierzy kondycję i wolę walki.",fitness,5,10,[],"[""Start na linii końcowej, sprint do linii rzutów wolnych (6m) i z powrotem."",""Bez zatrzymania — sprint do połowy boiska (14m) i z powrotem."",""Sprint do drugiej linii rzutów wolnych (22m) i z powrotem."",""Sprint do drugiego końca boiska (28m) i z powrotem."",""To jest 1 suicide = łącznie ok. 140 metrów."",""Odpoczynek: 90 sekund między każdym suicide."",""Cel: 10 suicides poniżej 30 sekund każdy."",""Mierz czas każdego — powinny być podobne, nie drastycznie wolniejsze.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,athleticism,1
50ed3770-246a-4daa-8957-43a700c2fe8a,Trójki off dribble,Trójki po wyjściu z kozłowania. Trudniejsza wersja rzutów statycznych.,shooting_3pt,3,100,[],"[""Zacznij z piłką na obwodzie."",""Jeden krok do przodu → stop → rzut."",""Skup się na zatrzymaniu ciała przed rzutem."",""100 rzutów z różnych pozycji.""]","[2,4,6]",true,2026-04-08 23:24:01.943235+00,shooting,1
5a10970e-7cf7-43e0-a2cd-bc60a7b693ab,Sen i rutyna wieczorna,"Sen to najważniejszy element recovery — ważniejszy niż suplementy, masaże i lód razem wzięte. LeBron śpi 10-12 godzin. Matthew Walker w książce ""Why We Sleep"" udowodnił że niedobór snu dosłownie niszczy zdolności atletyczne.",fitness,1,1,[],"[""Godzina 21:00 — ostatni posiłek (lekki, bez cukru)."",""Godzina 21:30 — koniec ekranów (telefon, komputer, TV). Niebieskie światło blokuje melatoninę."",""Godzina 21:30-22:00 — rutyna wieczorna: prysznic, stretching 10 minut, zapisz w dzienniku jutrzejszy trening."",""Godzina 22:00 — czytanie książki (papierowej) przez 30 minut."",""Temperatura pokoju: 18-20°C — optymalna dla snu."",""Zaciemnij pokój całkowicie — każde światło obniża jakość snu."",""Cel: 9 godzin w łóżku, 8 godzin snu. Dla nastoletnich sportowców — minimum."",""Jutro wstań bez budzika jeśli możesz — twoje ciało wie kiedy skończyło regenerację.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:46:19.566857+00,athleticism,3
5e24da7a-998d-4ab3-82f8-4a540faf0d5b,One hand ball control,"Seria ćwiczeń kontroli piłki jedną ręką w miejscu — buduje czucie piłki (feel) które widzisz u Kyrie Irvinga. On dosłownie ""rozmawia"" z piłką.",dribbling,2,100,[],"[""Figure 8 wokół nóg: piłka w kółko wokół obu nóg, naprzemiennie ręce."",""Around one leg: piłka krąży tylko wokół prawej nogi, 20x, potem lewej."",""Low dribble statyczny: jak najniżej do ziemi, jak najszybciej, 30 sekund każda ręka."",""Fingertip control: kozłuj tylko opuszkami palców, bez całej dłoni."",""Rhythm dribbling: rytmiczne wzorce — 2 kozłowania prawa, 2 lewa, przyspiesz."",""Wall ball: rzucaj o ścianę i łap jedną ręką — 20 razy prawą, 20 lewą."",""Łącznie 100 powtórzeń różnych ćwiczeń.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,dribbling,1
5fa93238-2bb6-4b77-a99b-6ff1fcffc330,Grip & wrist strength,"Siła uchwytu i nadgarstków bezpośrednio wpływa na kontrolę piłki, siłę rzutu i odbiorów. LeBron ma uścisk dłoni silniejszy od przeciętnego zawodnika NFL.",fitness,1,100,[],"[""Finger pushups: push-up na opuszkach palców — buduje siłę chwytu. 3 x do upadku."",""Towel pull-ups: zawieś ręcznik na drążku, trzymaj za oba końce i wciągaj się — 5 razy."",""Wrist curls: siedząc, nadgarstki na kolanach, zginaj z hantlem lub butelką wody — 20 razy."",""Reverse wrist curls: to samo ale zginasz w górę — 20 razy."",""Piłka do ściskania: ściskaj piłkę tenisową rytmicznie — 30 sekund każda ręka."",""Fingertip wall press: stój przy ścianie, opierasz się tylko na opuszkach palców — 30 sekund."",""Łącznie 100 powtórzeń różnych ćwiczeń — codziennie, nawet w dni bez treningu głównego.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,athleticism,1
617e63a9-b2be-4c29-b9b3-9255a2fcb36f,Pressure dribbling — obrona w twoją stronę,"Symulacja presji obrońcy — partner lub trener aktywnie przeszkadza, ty musisz utrzymać kozłowanie i znaleźć wyjście. Bez partnera: ćwicz przy ścianie lub z obciążnikami na rękach.",dribbling,5,10,[],"[""Jeśli masz partnera: on kładzie ręce na piłkę przy każdym kozłowaniu — ty bronisz ciałem."",""Bez partnera: ćwicz blisko ściany — ściana to \""obrońca\"" z jednej strony."",""Zadanie 1: utrzymaj kozłowanie przez 30 sekund pod presją."",""Zadanie 2: przejdź z punktu A do B (10m) mimo przeszkadzania."",""Zadanie 3: stwórz sobie przestrzeń na rzut — użyj ruchu i pochyl się."",""Klucz: chroń piłkę ciałem, ramię między piłką a obrońcą."",""10 rundek po 30 sekund z 15-sekundową przerwą.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,dribbling,1
628e98c5-d0c6-440c-9b78-8a304f89fedc,Explosive first step — wybuchowy pierwszy krok,"Pierwszy krok to czy pokonasz obrońcę. Westbrook, Derrick Rose mieli zabójczy pierwszy krok. To ćwiczenie buduje eksplozywność szybkich włókien mięśniowych.",fitness,4,30,[],"[""Start z pozycji trójpunktowej (jedna ręka na ziemi) — sprint 5m, zatrzymanie. 10 razy."",""Jab step + drive: z pozycji ofensywnej, atak piętą (jab) i natychmiastowy sprint w drugą stronę — 10 razy."",""Reaction start: stoisz, partner krzyczy kierunek, eksploduj — 10 razy."",""Zig-zag sprint: co 3m zmiana kierunku o 45° — całe boisko i z powrotem."",""Kluczowe: każdy start musi być MAKSYMALNY wysiłek — nie 70%, zawsze 100%."",""Odpoczynek 45 sekund między powtórzeniami — regeneracja siły eksplozywnej."",""Jeśli czujesz zmęczenie przed powtórzeniem — dłuższy odpoczynek, jakość > ilość.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,athleticism,1
63752e92-9cf7-469d-bddc-99730c6b7f5a,Dwójki ze środka,Rzuty z półdystansu – pozycja 45°. Buduje fundament techniki.,shooting_2pt,1,100,[],"[""Stań w połowie odległości do kosza, pod kątem 45°."",""Skupiaj się na wysokim łuku rzutu."",""Wykonaj 100 rzutów alternując stronę po 25."",""Odpoczywaj 30 sekund co 25 rzutów.""]","[1,2,3,4,5,6,7]",true,2026-04-08 23:24:01.943235+00,shooting,1
68f2db46-4100-42c5-997f-0169779af829,Analiza video — oglądaj NBA z głową,"Najszybszy sposób na naukę koszykówki to oglądanie najlepszych na świecie — ale z analizą, nie rozrywką. Jason Kidd oglądał 4 godziny video dziennie. Ty dziś 30 minut z konkretnymi zadaniami.",fitness,1,1,[],"[""Wybierz jednego zawodnika na swojej pozycji — śledź go przez całą grę."",""Zadanie 1: obserwuj jego stopy gdy nie ma piłki. Gdzie się ustawia? Jak się porusza?"",""Zadanie 2: obserwuj jego oczy z piłką — gdzie patrzy przed oddaniem podania?"",""Zadanie 3: wybierz 3 jego akcje ofensywne — spróbuj zrozumieć dlaczego zadziałały."",""Polecane kanały YouTube: \""Thinking Basketball\"", \""BBall Breakdown\"", \""The Jump\""."",""Notuj: zapisz 2-3 rzeczy które chcesz jutro ćwiczyć na boisku."",""Unikaj: highlights bez kontekstu. Oglądaj pełne mecze lub film study, nie tylko dunki.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:46:19.566857+00,athleticism,3
723cbda2-5400-42b8-8710-a0ff58350ceb,Off-the-dribble trójka,"Najtrudniejszy rzut w koszykówce — trójka tworzona samodzielnie z dryblingu. Curry, Lillard, Trae Young używają go jako primary weapon. Wymaga lat praktyki.",shooting_3pt,5,40,[],"[""Zacznij z piłką przed łukiem, obrońca (wyobrażony) broni cię."",""Dribbling w prawo lub lewo — change of pace, zmiana rytmu."",""Gwałtowne wycofanie krokiem (step-back) za łuk."",""Lądowanie na obu stopach jednocześnie za łukiem."",""Natychmiastowy rzut z pozycji lądowania."",""Klucz: wycofanie musi być duże — minimum 50cm poza łuk."",""Ćwicz step-back w prawo i w lewo z równą częstotliwością.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,shooting,1
7f801392-8b8a-44dc-8e3e-f95b547dd3bc,Resistance band training,"Gumy oporowe to sprzęt używany przez NBA teams — lekkie, wszechstronne, idealne do ćwiczeń charakterystycznych dla koszykówki. Możesz je zabrać wszędzie.",fitness,2,40,[],"[""Lateral band walks: guma wokół kolan, chód boczny w obrończej postawie — 15 kroków każda strona."",""Monster walk: guma wokół kostek, kroki do przodu i w tył krzyżując nogi — 10 razy."",""Standing row: guma przywiązana do słupka, ciągnij do klatki — 15 razy każda ręka."",""Pallof press: guma z boku, trzymaj przed klatką, nie daj się obrócić — 10 razy każda strona."",""Band pull-apart: trzymaj gumę przed sobą na szerokość barków, rozciągnij do klatki — 20 razy."",""Tricep pushdown: guma nad głową, zginaj w łokciu — 15 razy każda ręka."",""Guma to nie \""łatwy\"" trening — przy wolnym ruchu mięsień pracuje przez cały zakres ruchu.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,athleticism,1
7f86b650-560b-4086-b498-04fc59d1d7be,Weak hand challenge — tylko lewa,Całe 15 minut tylko lewa ręka. Twoja słaba ręka to twój największy wróg w meczu — obrońcy o tym wiedzą i odpychają cię w tę stronę. LeBron poświęcił całe lato na lewą rękę. Czas na ciebie.,dribbling,3,150,[],"[""Stać w miejscu: kozłuj lewą ręką przez 3 minuty bez przerwy — niskie kozłowanie."",""Ruch w przód i tył: z lewą ręką, bez crossovera."",""Crossover z lewej do prawej i z powrotem — ale inicjujesz lewą."",""Wejście pod kosz lewą ręką i layup lewą ręką."",""Between the legs zaczynając od lewej ręki."",""Na koniec: 10 sprintów przez całe boisko kozłując tylko lewą."",""To boli i jest niekomfortowe — to znaczy że dobrze pracujesz.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,dribbling,1
84c8f763-2f17-4a99-a8b1-bd0c8315b8b9,Full court sprint intervals,"Sprint przez całe boisko z aktywną przerwą. Symuluje rytm meczu — intensywny atak, powolny powrót, znowu intensywny atak. Twoje serce i nogi muszą tego nauczyć.",fitness,4,20,[],"[""Sprint: maksymalne tempo przez całe boisko (28m) — dosłownie 100% wysiłek."",""Powrót: trucht z powrotem — to aktywny odpoczynek, nie pauza."",""Powtórz 20 razy."",""Pierwsze 5: poczujesz się świetnie. Kolejne 5: robi się ciężko. Ostatnie 10: tu budujesz kondycję."",""Utrzymuj technikę biegu nawet gdy jesteś zmęczony — pochylona sylwetka, pompowanie ramion."",""Po sesji: natychmiastowe 5 minut spokojnego marszu — nie siadaj od razu."",""Nawodnienie: pij 500ml wody 30 minut przed, pij małymi łykami w przerwach.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,athleticism,1
87f3fa5d-3977-41e7-b045-037423092b2a,Trójki — stałe pozycje,"Rzuty z pięciu stałych pozycji za łukiem — corner left, wing left, top of the key, wing right, corner right. To najważniejsze lokalizacje w nowoczesnej NBA. Po 10 rzutów z każdej pozycji. Nie spiesz się — każdy rzut ma być identyczny jak poprzedni. Jakość ponad ilość.",shooting_3pt,3,50,[],"[""Zacznij od lewego cornera — stój 30cm za łukiem, prostopadle do tablicy."",""Przyjmij podanie (lub sam rzuć piłkę w górę symulując podanie) w gotowej pozycji."",""Stopy ustawione przed przyjęciem piłki — nie ustawiaj się po złapaniu."",""Jeden płynny ruch — catch & shoot bez zatrzymania."",""Po 10 rzutach z cornera przejdź na wing, potem top, potem prawy wing, prawy corner."",""Notuj wynik z każdej pozycji — zobaczysz gdzie masz słabości."",""Słaba pozycja = następnym razem więcej czasu tam.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,shooting,1
8a61687e-a9dd-4b14-96a2-93525d746494,Medytacja i koncentracja — 10 minut,"Phil Jackson wprowadził medytację mindfulness do Chicago Bulls — efekt: 6 mistrzostw NBA. Kobe, Jordan, Shaq — wszyscy medytowali. 10 minut dziennie redukuje kortyzol (hormon stresu) i poprawia koncentrację na boisku.",fitness,1,1,[],"[""Usiądź wygodnie — krzesło lub podłoga, plecy proste ale nie spięte."",""Ustaw timer na 10 minut."",""Zamknij oczy. Skupienie: oddech. Wdech 4 sekundy, wydech 6 sekund."",""Gdy pojawi się myśl (a pojawi się) — zauważ ją, nie oceniaj, wróć do oddechu."",""Po 5 minutach: wizualizacja. Wyobraź siebie na boisku — jeden ruch który chcesz poprawić. Wykonujesz go perfekcyjnie, 10 razy w głowie."",""Ostatnie 2 minuty: wdzięczność. Pomyśl o 3 rzeczach za które jesteś wdzięczny w swojej koszykarskiej drodze."",""Aplikacje pomocne: Headspace, Calm, Waking Up (wszystkie mają wersje free).""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:46:19.566857+00,athleticism,3
8f2b0208-859f-4cd9-b50c-a1e208f8cad9,Masaż lodem — ice bath lub ice pack,"Kąpiele lodowe są standardem w NBA recovery rooms. Jeśli nie masz wanny z lodem — okłady lodowe na kolana, kostki i ramiona po intensywnym treningu. Redukuje obrzęki i mikrourazy.",fitness,2,1,[],"[""Wersja pełna (ice bath): wanna z lodowatą wodą 10-15°C, 10-12 minut. Działa najlepiej."",""Wersja dostępna: wiaderko z zimną wodą i lodem, wstaw nogi i kostki na 10 minut."",""Wersja minimum: okłady lodowe (ręcznik z lodem) na bolące miejsca — 15 minut."",""Najważniejsze miejsca: kostki, kolana, łydki — tu zawodnicy doznają urazów najczęściej."",""Timing: 30-60 minut po treningu, nie bezpośrednio po."",""Po lodzie: 10 minut w normalnej temperaturze — ciało samo się rozgrzeje."",""Kontraindikacje: nie stosuj przy otwartych ranach lub przy chorobie z gorączką.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:46:19.566857+00,athleticism,3
93343720-fc0c-4752-916d-dc1a984c1530,Foam rolling — rozluźnienie mięśni,Foam rolling (automasaż wałkiem) to obowiązkowy element recovery w NBA. Rozbija zrosty mięśniowe (trigger points) które powstają po intensywnym treningu. Zawodnicy NBA spędzają 20-30 minut dziennie na rollingu.,fitness,1,1,[],"[""Łydki: roluj od kostki do podkolanówki — 60 sekund każda noga."",""IT band (boczna część uda): od biodra do kolana — 60 sekund każda strona."",""Uda przód (quady): leżysz na brzuchu, wałek pod udami — 60 sekund."",""Plecy górne: wałek pod łopatkami, ręce za głową — 60 sekund."",""Pośladki: siedź na wałku, skrzyżuj jedną nogę — 30 sekund każda strona."",""Na bolesnym miejscu: zatrzymaj się i oddychaj przez ból — 20-30 sekund."",""Nigdy nie rolluj bezpośrednio na stawie kolanowym ani lędźwiowym kręgosłupie.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:46:19.566857+00,athleticism,3
98184693-786a-424f-8dd9-db9f290968c9,Free throw ritual — rutyna koncentracji,"Wielcy strzelcy wolnych mają niezmienną rutynę — te same ruchy, w tej samej kolejności, zawsze. Dirk Nowitzki, Ray Allen, Steve Nash. Rutyna eliminuje myśli i oddaje ciału kontrolę.",shooting_ft,1,50,[],"[""Krok 1: podejdź do linii, trzy głębokie oddechy — dosłownie trzy, policz."",""Krok 2: dwa kozłowania piłką — nie jeden, nie trzy, zawsze dwa."",""Krok 3: spin piłki w rękach — poczuj szwy, ustaw je pod palcami."",""Krok 4: wzrok na przednim obręczu — jeden punkt koncentracji, nie cały kosz."",""Krok 5: zegnij kolana, weź zamach i rzuć — ten sam ruch co zawsze."",""Ćwicz rutynę 50 razy — każdy rzut identyczny proces, nie tylko ruch ale i myśli."",""W meczu pod presją: rutyna to kotwica — ona mówi twojemu ciału \""to znasz\"".""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,shooting,1
a1b1a2b4-fab4-44ee-b3dd-b0d9fa1dfc50,Reactive agility — ćwiczenia reakcji,"Prawdziwy sport to reakcja, nie zaplanowane ruchy. Tu trenujemy odpowiedź na nieoczekiwany bodziec — jak obrońca który zmienia kierunek albo podanie które zmienia tor.",fitness,4,20,[],"[""Ball drop drill: partner trzyma piłkę na wysokości bioder i puszcza bez ostrzeżenia — ty łapiesz zanim odbije drugi raz. 10 razy."",""Color/number reaction: partner mówi liczbę (1=sprint, 2=cofnij, 3=w lewo, 4=w prawo) — reagujesz natychmiast. 10 rund po 20 sekund."",""Shadow drill: partner wykonuje ruchy, ty odbijasz z opóźnieniem maksymalnie 0.5s. 3 minuty."",""Kluczowe: musisz być zrelaksowany żeby być szybki — napięty zawodnik jest wolniejszy."",""Oddychaj rytmicznie w gotowej pozycji — nie wstrzymuj oddechu."",""Po każdej rundzie: shake out nogi i ramiona — reset napięcia mięśniowego.""]","[1,2,3,4,5,6,7]",true,2026-04-10 10:34:17.314743+00,athleticism,1
